PNR Number,Train Number,Date of Journey,Class of Travel,Quota,Source Station,Destination Station,Booking Date,Current Status,Number of Passengers,Age of Passengers,Booking Channel,Travel Distance,Number of Stations,Travel Time,Train Type,Seat Availability,Special Considerations,Holiday or Peak Season,Waitlist Position,Confirmation Status,Was Waitlisted
PNR0000027762,98479,2100-09-05,2AC,Ladies,KOAA,CNB,2100-01-04,RAC,2,Senior Citizen,IRCTC Website,1466,19,25,Superfast,99,Senior Citizen,Yes,0,Confirmed,False
PNR0000027763,47342,2100-09-06,1AC,General,LKO,HWH,2100-01-05,RAC,1,Child,Mobile App,143,6,45,Express,219,No Special Consideration,Yes,0,Confirmed,False
PNR0000027764,77326,2100-09-07,1AC,General,HWH,BBS,2100-01-06,Waitlisted,4,Adult,Counter,879,2,44,Express,253,Defense Quota,Yes,83,Not Confirmed,True
PNR0000027765,61961,2100-09-08,2AC,Premium Tatkal,UMB,ADI,2100-01-07,Waitlisted,1,Child,Counter,1704,7,21,Shatabdi,379,No Special Consideration,Yes,45,Not Confirmed,True
PNR0000027766,73481,2100-09-09,1AC,Tatkal,CSMT,CNB,2100-01-08,RAC,4,Child,IRCTC Website,1466,3,8,Shatabdi,435,Defense Quota,No,0,Confirmed,False
PNR0000027767,67112,2100-09-10,3AC,General,HWH,SC,2100-01-09,Confirmed,3,Adult,Mobile App,261,11,28,Superfast,98,Senior Citizen,No,0,Confirmed,False
PNR0000027768,78762,2100-09-11,3AC,General,CNB,BSB,2100-01-10,Confirmed,2,Child,Mobile App,1182,19,3,Express,70,No Special Consideration,Yes,0,Confirmed,False
PNR0000027769,91365,2100-09-12,2AC,General,GKP,PNBE,2100-01-11,Waitlisted,3,Senior Citizen,Mobile App,575,6,27,Shatabdi,5,No Special Consideration,No,190,Not Confirmed,True
PNR0000027770,35168,2100-09-13,2AC,Ladies,PNBE,CSMT,2100-01-12,Waitlisted,1,Adult,Counter,238,5,25,Rajdhani,166,Defense Quota,Yes,128,Not Confirmed,True
PNR0000027771,11200,2100-09-14,2AC,Premium Tatkal,JHS,LTT,2100-01-13,Waitlisted,3,Child,IRCTC Website,806,15,12,Superfast,23,No Special Consideration,Yes,85,Not Confirmed,True
PNR0000027772,84425,2100-09-15,1AC,Tatkal,BBS,SC,2100-01-14,Confirmed,3,Child,Mobile App,323,7,39,Express,280,No Special Consideration,No,0,Confirmed,False
PNR0000027773,76940,2100-09-16,3AC,Ladies,ASR,UMB,2100-01-15,RAC,4,Adult,Counter,1741,6,19,Rajdhani,113,Defense Quota,No,0,Confirmed,False
PNR0000027774,89415,2100-09-17,Sleeper,General,JU,GKP,2100-01-16,Waitlisted,2,Adult,IRCTC Website,272,8,28,Express,140,No Special Consideration,Yes,41,Not Confirmed,True
PNR0000027775,34261,2100-09-18,2AC,Premium Tatkal,KOAA,MMCT,2100-01-17,RAC,5,Child,Counter,1690,10,9,Rajdhani,450,No Special Consideration,Yes,0,Confirmed,False
PNR0000027776,90865,2100-09-19,Sleeper,Ladies,GKP,CNB,2100-01-18,RAC,3,Child,Mobile App,900,12,3,Superfast,159,Senior Citizen,No,0,Confirmed,False
PNR0000027777,81406,2100-09-20,Sleeper,Premium Tatkal,JHS,UMB,2100-01-19,Waitlisted,1,Adult,IRCTC Website,1907,17,17,Express,35,No Special Consideration,Yes,97,Not Confirmed,True
PNR0000027778,13129,2100-09-21,Sleeper,Tatkal,ASR,GKP,2100-01-20,Confirmed,3,Child,Mobile App,1914,10,22,Shatabdi,399,Defense Quota,No,0,Confirmed,False
PNR0000027779,26029,2100-09-22,Sleeper,General,NDLS,JP,2100-01-21,Confirmed,5,Senior Citizen,IRCTC Website,1024,14,6,Shatabdi,170,Senior Citizen,Yes,0,Confirmed,False
PNR0000027780,76447,2100-09-23,1AC,Premium Tatkal,SBC,CNB,2100-01-22,RAC,3,Child,Counter,1886,11,15,Shatabdi,146,Defense Quota,No,0,Confirmed,False
PNR0000027781,10223,2100-09-24,3AC,General,CNB,JP,2100-01-23,Confirmed,4,Adult,Mobile App,1982,9,32,Rajdhani,146,No Special Consideration,Yes,0,Confirmed,False
PNR0000027782,63370,2100-09-25,1AC,Premium Tatkal,ADI,NDLS,2100-01-24,RAC,1,Child,Counter,1453,16,33,Express,0,Defense Quota,No,0,Confirmed,False
PNR0000027783,75243,2100-09-26,Sleeper,Tatkal,MMCT,LKO,2100-01-25,Waitlisted,5,Adult,IRCTC Website,1153,7,38,Superfast,352,No Special Consideration,Yes,125,Not Confirmed,True
PNR0000027784,73127,2100-09-27,Sleeper,Ladies,PNBE,LKO,2100-01-26,Waitlisted,4,Adult,IRCTC Website,1642,6,43,Shatabdi,330,Defense Quota,No,100,Not Confirmed,True
PNR0000027785,36801,2100-09-28,Sleeper,Tatkal,CNB,GKP,2100-01-27,RAC,5,Child,Mobile App,899,10,14,Express,24,Defense Quota,No,0,Confirmed,False
PNR0000027786,63142,2100-09-29,2AC,Ladies,NJP,CSMT,2100-01-28,RAC,2,Child,Mobile App,1358,8,5,Rajdhani,344,No Special Consideration,No,0,Confirmed,False
PNR0000027787,55369,2100-09-30,Sleeper,Tatkal,LTT,SBC,2100-01-29,Waitlisted,3,Child,Mobile App,657,16,4,Superfast,189,Defense Quota,Yes,198,Not Confirmed,True
PNR0000027788,87942,2100-10-01,3AC,Tatkal,BSB,LKO,2100-01-30,RAC,3,Adult,Mobile App,1533,7,38,Shatabdi,185,Defense Quota,Yes,0,Confirmed,False
PNR0000027789,15253,2100-10-02,1AC,Ladies,JU,MAS,2100-01-31,Waitlisted,2,Child,IRCTC Website,423,7,28,Rajdhani,154,Senior Citizen,Yes,168,Not Confirmed,True
PNR0000027790,43153,2100-10-03,1AC,Tatkal,SC,JP,2100-02-01,RAC,3,Child,Mobile App,183,16,36,Express,441,Senior Citizen,Yes,0,Confirmed,False
PNR0000027791,55725,2100-10-04,Sleeper,Ladies,HWH,KOAA,2100-02-02,Waitlisted,1,Adult,IRCTC Website,1640,3,13,Superfast,34,Defense Quota,No,123,Not Confirmed,True
PNR0000027792,20097,2100-10-05,3AC,Premium Tatkal,JU,BCT,2100-02-03,Waitlisted,2,Senior Citizen,Counter,134,5,19,Express,472,Senior Citizen,No,178,Not Confirmed,True
PNR0000027793,46912,2100-10-06,3AC,General,PNBE,NJP,2100-02-04,Confirmed,3,Adult,Mobile App,871,5,43,Shatabdi,272,Defense Quota,No,0,Confirmed,False
PNR0000027794,91273,2100-10-07,1AC,Premium Tatkal,ADI,GKP,2100-02-05,RAC,4,Senior Citizen,IRCTC Website,1336,15,7,Rajdhani,217,No Special Consideration,No,0,Confirmed,False
PNR0000027795,42849,2100-10-08,Sleeper,Tatkal,HWH,HWH,2100-02-06,Waitlisted,4,Child,IRCTC Website,1601,5,3,Express,307,Defense Quota,Yes,189,Not Confirmed,True
PNR0000027796,65108,2100-10-09,2AC,Tatkal,SC,UMB,2100-02-07,Confirmed,5,Adult,Counter,221,18,10,Superfast,13,Defense Quota,No,0,Confirmed,False
PNR0000027797,73990,2100-10-10,1AC,Premium Tatkal,BSB,JP,2100-02-08,Confirmed,3,Senior Citizen,Mobile App,1389,18,37,Superfast,81,No Special Consideration,Yes,0,Confirmed,False
PNR0000027798,13435,2100-10-11,1AC,Premium Tatkal,LTT,SC,2100-02-09,Waitlisted,5,Adult,Mobile App,877,2,21,Superfast,161,Defense Quota,Yes,57,Not Confirmed,True
PNR0000027799,21037,2100-10-12,2AC,Tatkal,ASR,JHS,2100-02-10,Waitlisted,2,Adult,Mobile App,736,5,29,Rajdhani,33,Defense Quota,No,51,Not Confirmed,True
PNR0000027800,43970,2100-10-13,1AC,General,BBS,UMB,2100-02-11,Waitlisted,2,Adult,Mobile App,1555,2,10,Shatabdi,122,Senior Citizen,No,22,Not Confirmed,True
PNR0000027801,44486,2100-10-14,1AC,General,UMB,JHS,2100-02-12,Confirmed,3,Child,Mobile App,142,16,18,Superfast,98,No Special Consideration,No,0,Confirmed,False
PNR0000027802,86673,2100-10-15,Sleeper,Tatkal,PNBE,JHS,2100-02-13,Confirmed,5,Child,IRCTC Website,536,8,30,Express,87,Defense Quota,Yes,0,Confirmed,False
PNR0000027803,53170,2100-10-16,1AC,General,JU,PNBE,2100-02-14,RAC,2,Adult,Counter,940,6,45,Rajdhani,486,No Special Consideration,No,0,Confirmed,False
PNR0000027804,75324,2100-10-17,1AC,Premium Tatkal,MMCT,NDLS,2100-02-15,Confirmed,1,Senior Citizen,IRCTC Website,910,12,8,Rajdhani,499,No Special Consideration,No,0,Confirmed,False
PNR0000027805,10408,2100-10-18,3AC,Premium Tatkal,BSB,PNBE,2100-02-16,Confirmed,4,Child,Counter,379,11,25,Rajdhani,215,Defense Quota,Yes,0,Confirmed,False
PNR0000027806,18889,2100-10-19,3AC,Premium Tatkal,BSB,ASR,2100-02-17,Confirmed,4,Adult,Counter,133,10,26,Rajdhani,190,Defense Quota,Yes,0,Confirmed,False
PNR0000027807,37601,2100-10-20,3AC,General,ASR,KOAA,2100-02-18,Confirmed,2,Child,IRCTC Website,1602,15,13,Rajdhani,235,No Special Consideration,No,0,Confirmed,False
PNR0000027808,24462,2100-10-21,1AC,Premium Tatkal,LTT,JHS,2100-02-19,RAC,4,Senior Citizen,Counter,549,2,28,Express,276,No Special Consideration,No,0,Confirmed,False
PNR0000027809,89328,2100-10-22,3AC,Tatkal,UMB,JHS,2100-02-20,Confirmed,2,Child,Counter,476,3,24,Shatabdi,29,No Special Consideration,No,0,Confirmed,False
PNR0000027810,67516,2100-10-23,2AC,Tatkal,JU,MMCT,2100-02-21,RAC,5,Senior Citizen,IRCTC Website,1478,11,42,Shatabdi,160,Senior Citizen,Yes,0,Confirmed,False
PNR0000027811,41003,2100-10-24,1AC,Tatkal,NJP,ASR,2100-02-22,Waitlisted,4,Adult,IRCTC Website,674,10,34,Express,481,No Special Consideration,No,179,Not Confirmed,True
PNR0000027812,41055,2100-10-25,Sleeper,Tatkal,BSB,LKO,2100-02-23,Waitlisted,5,Adult,IRCTC Website,224,18,19,Rajdhani,126,Defense Quota,Yes,130,Not Confirmed,True
PNR0000027813,82022,2100-10-26,2AC,Tatkal,CSMT,CNB,2100-02-24,RAC,1,Senior Citizen,Mobile App,801,10,24,Shatabdi,205,Defense Quota,Yes,0,Confirmed,False
PNR0000027814,56147,2100-10-27,Sleeper,Premium Tatkal,LKO,NDLS,2100-02-25,RAC,5,Adult,Counter,1548,6,45,Express,35,Senior Citizen,No,0,Confirmed,False
PNR0000027815,36121,2100-10-28,Sleeper,Premium Tatkal,ASR,CSMT,2100-02-26,Waitlisted,2,Adult,Mobile App,729,13,8,Rajdhani,206,Senior Citizen,No,46,Not Confirmed,True
PNR0000027816,31276,2100-10-29,2AC,General,JP,BCT,2100-02-27,Confirmed,1,Child,Counter,1493,2,15,Shatabdi,242,Senior Citizen,Yes,0,Confirmed,False
PNR0000027817,14493,2100-10-30,3AC,General,BBS,KOAA,2100-02-28,Waitlisted,2,Senior Citizen,Mobile App,1216,3,24,Shatabdi,156,Defense Quota,No,172,Not Confirmed,True
PNR0000027818,37896,2100-10-31,1AC,Ladies,UMB,SBC,2100-03-01,RAC,1,Adult,Mobile App,217,5,6,Rajdhani,215,Senior Citizen,Yes,0,Confirmed,False
PNR0000027819,11039,2100-11-01,Sleeper,General,PNBE,JHS,2100-03-02,RAC,3,Senior Citizen,IRCTC Website,1591,9,13,Shatabdi,15,Senior Citizen,Yes,0,Confirmed,False
PNR0000027820,61547,2100-11-02,2AC,Ladies,SBC,JHS,2100-03-03,Waitlisted,4,Senior Citizen,Mobile App,1231,7,23,Rajdhani,90,Senior Citizen,No,84,Not Confirmed,True
PNR0000027821,14725,2100-11-03,2AC,Tatkal,LKO,BCT,2100-03-04,Confirmed,3,Adult,Counter,1301,4,20,Superfast,442,No Special Consideration,Yes,0,Confirmed,False
PNR0000027822,86817,2100-11-04,2AC,Tatkal,CSMT,GKP,2100-03-05,Waitlisted,3,Senior Citizen,Counter,134,6,42,Superfast,275,Senior Citizen,Yes,67,Not Confirmed,True
PNR0000027823,27302,2100-11-05,Sleeper,Tatkal,SC,GKP,2100-03-06,Confirmed,2,Child,Mobile App,1396,7,36,Rajdhani,209,Defense Quota,Yes,0,Confirmed,False
PNR0000027824,84848,2100-11-06,2AC,Premium Tatkal,BSB,MAS,2100-03-07,Waitlisted,1,Adult,Counter,286,16,39,Rajdhani,219,No Special Consideration,Yes,105,Not Confirmed,True
PNR0000027825,40465,2100-11-07,3AC,Premium Tatkal,UMB,BSB,2100-03-08,Confirmed,3,Senior Citizen,Mobile App,1759,10,44,Express,350,Senior Citizen,No,0,Confirmed,False
PNR0000027826,58144,2100-11-08,2AC,General,JHS,JP,2100-03-09,Waitlisted,5,Child,IRCTC Website,1108,11,29,Rajdhani,224,Defense Quota,Yes,86,Not Confirmed,True
PNR0000027827,13970,2100-11-09,1AC,Tatkal,ADI,CNB,2100-03-10,RAC,2,Adult,Counter,354,3,20,Rajdhani,392,No Special Consideration,No,0,Confirmed,False
PNR0000027828,55887,2100-11-10,Sleeper,General,NDLS,JHS,2100-03-11,Confirmed,5,Adult,IRCTC Website,1663,6,25,Rajdhani,297,Senior Citizen,No,0,Confirmed,False
PNR0000027829,54893,2100-11-11,1AC,Tatkal,PNBE,JU,2100-03-12,RAC,4,Child,Counter,532,11,34,Express,334,No Special Consideration,Yes,0,Confirmed,False
PNR0000027830,29678,2100-11-12,3AC,Tatkal,JHS,NJP,2100-03-13,Confirmed,3,Adult,IRCTC Website,1337,8,42,Shatabdi,28,No Special Consideration,No,0,Confirmed,False
PNR0000027831,89222,2100-11-13,3AC,General,JHS,JHS,2100-03-14,Confirmed,1,Senior Citizen,Counter,741,8,47,Express,214,Senior Citizen,Yes,0,Confirmed,False
PNR0000027832,65043,2100-11-14,1AC,Tatkal,HWH,BCT,2100-03-15,Waitlisted,5,Senior Citizen,Mobile App,1921,15,32,Rajdhani,33,No Special Consideration,No,35,Not Confirmed,True
PNR0000027833,21262,2100-11-15,2AC,Premium Tatkal,BBS,UMB,2100-03-16,Confirmed,3,Adult,Counter,1351,17,12,Shatabdi,200,Senior Citizen,Yes,0,Confirmed,False
PNR0000027834,76126,2100-11-16,3AC,Tatkal,JHS,LKO,2100-03-17,RAC,4,Adult,Counter,958,17,16,Express,33,No Special Consideration,Yes,0,Confirmed,False
PNR0000027835,79374,2100-11-17,Sleeper,Premium Tatkal,SC,CSMT,2100-03-18,RAC,3,Child,Mobile App,208,15,7,Superfast,16,No Special Consideration,Yes,0,Confirmed,False
PNR0000027836,55670,2100-11-18,1AC,Tatkal,LTT,LKO,2100-03-19,RAC,2,Child,IRCTC Website,665,13,45,Superfast,352,Senior Citizen,Yes,0,Confirmed,False
PNR0000027837,83301,2100-11-19,2AC,General,HWH,CSMT,2100-03-20,Waitlisted,1,Child,Mobile App,881,3,47,Superfast,121,Senior Citizen,Yes,85,Not Confirmed,True
PNR0000027838,86825,2100-11-20,2AC,Ladies,BCT,MAS,2100-03-21,Waitlisted,1,Senior Citizen,IRCTC Website,1584,19,27,Rajdhani,60,No Special Consideration,No,9,Not Confirmed,True
PNR0000027839,96925,2100-11-21,Sleeper,Premium Tatkal,LKO,MAS,2100-03-22,RAC,2,Adult,Counter,1085,13,16,Shatabdi,473,No Special Consideration,Yes,0,Confirmed,False
PNR0000027840,17781,2100-11-22,Sleeper,Premium Tatkal,ADI,CSMT,2100-03-23,Confirmed,1,Adult,Mobile App,1347,15,6,Superfast,215,No Special Consideration,Yes,0,Confirmed,False
PNR0000027841,60635,2100-11-23,3AC,Ladies,NDLS,JP,2100-03-24,RAC,3,Child,IRCTC Website,1992,7,37,Shatabdi,398,Senior Citizen,No,0,Confirmed,False
PNR0000027842,84863,2100-11-24,Sleeper,Ladies,GKP,MAS,2100-03-25,Waitlisted,5,Senior Citizen,IRCTC Website,787,9,30,Express,9,Defense Quota,Yes,1,Not Confirmed,True
PNR0000027843,85732,2100-11-25,3AC,Ladies,KOAA,HWH,2100-03-26,RAC,1,Child,Mobile App,1772,12,46,Shatabdi,401,No Special Consideration,No,0,Confirmed,False
PNR0000027844,55939,2100-11-26,Sleeper,General,MAS,NDLS,2100-03-27,Confirmed,4,Senior Citizen,Counter,255,2,42,Express,480,Senior Citizen,Yes,0,Confirmed,False
PNR0000027845,72062,2100-11-27,Sleeper,General,BSB,UMB,2100-03-28,Waitlisted,3,Adult,IRCTC Website,1493,2,31,Superfast,254,Senior Citizen,Yes,196,Not Confirmed,True
PNR0000027846,81132,2100-11-28,2AC,Tatkal,HWH,BCT,2100-03-29,RAC,4,Child,IRCTC Website,1299,8,31,Shatabdi,273,Defense Quota,Yes,0,Confirmed,False
PNR0000027847,98840,2100-11-29,Sleeper,Ladies,JP,BBS,2100-03-30,Confirmed,5,Senior Citizen,Mobile App,1771,4,14,Rajdhani,479,Defense Quota,Yes,0,Confirmed,False
PNR0000027848,95640,2100-11-30,Sleeper,Ladies,JHS,ADI,2100-03-31,RAC,2,Child,Counter,134,10,6,Superfast,221,Defense Quota,No,0,Confirmed,False
PNR0000027849,76367,2100-12-01,2AC,Ladies,LTT,SBC,2100-04-01,Waitlisted,4,Adult,IRCTC Website,1903,8,21,Superfast,386,Defense Quota,Yes,110,Not Confirmed,True
PNR0000027850,15890,2100-12-02,Sleeper,Ladies,JU,ADI,2100-04-02,Waitlisted,4,Child,Counter,599,11,38,Rajdhani,49,Senior Citizen,No,8,Not Confirmed,True
PNR0000027851,53382,2100-12-03,2AC,Ladies,UMB,ADI,2100-04-03,Waitlisted,3,Child,Mobile App,1218,5,35,Superfast,270,No Special Consideration,Yes,170,Not Confirmed,True
PNR0000027852,25409,2100-12-04,Sleeper,Ladies,NDLS,BBS,2100-04-04,Waitlisted,3,Adult,IRCTC Website,1496,16,43,Shatabdi,403,No Special Consideration,No,97,Not Confirmed,True
PNR0000027853,64923,2100-12-05,1AC,General,SC,LTT,2100-04-05,Confirmed,4,Child,Counter,682,12,22,Superfast,144,Senior Citizen,No,0,Confirmed,False
PNR0000027854,96703,2100-12-06,Sleeper,Premium Tatkal,LKO,JP,2100-04-06,RAC,4,Child,Counter,1683,17,38,Shatabdi,334,Defense Quota,Yes,0,Confirmed,False
PNR0000027855,73368,2100-12-07,Sleeper,General,JP,JP,2100-04-07,Waitlisted,1,Senior Citizen,Counter,550,19,33,Express,437,No Special Consideration,Yes,190,Not Confirmed,True
PNR0000027856,91084,2100-12-08,Sleeper,Premium Tatkal,BBS,MMCT,2100-04-08,RAC,2,Senior Citizen,IRCTC Website,1352,19,40,Express,202,No Special Consideration,No,0,Confirmed,False
PNR0000027857,74902,2100-12-09,1AC,General,BCT,MAS,2100-04-09,Waitlisted,4,Senior Citizen,Mobile App,1881,8,37,Express,263,Senior Citizen,Yes,20,Not Confirmed,True
PNR0000027858,33346,2100-12-10,3AC,General,JHS,MMCT,2100-04-10,RAC,4,Adult,Mobile App,1469,14,12,Express,185,No Special Consideration,Yes,0,Confirmed,False
PNR0000027859,51322,2100-12-11,2AC,Ladies,SC,UMB,2100-04-11,Waitlisted,1,Adult,IRCTC Website,1130,8,28,Superfast,77,Senior Citizen,Yes,17,Not Confirmed,True
PNR0000027860,76479,2100-12-12,3AC,Premium Tatkal,BCT,LKO,2100-04-12,RAC,2,Adult,IRCTC Website,983,15,10,Superfast,91,Defense Quota,Yes,0,Confirmed,False
PNR0000027861,93011,2100-12-13,1AC,Ladies,JU,NDLS,2100-04-13,Waitlisted,2,Adult,Counter,526,2,8,Shatabdi,326,Defense Quota,Yes,38,Not Confirmed,True
PNR0000027862,79567,2100-12-14,Sleeper,Premium Tatkal,JHS,BSB,2100-04-14,Confirmed,2,Senior Citizen,Mobile App,1783,7,38,Express,284,Defense Quota,Yes,0,Confirmed,False
PNR0000027863,74786,2100-12-15,Sleeper,Tatkal,JU,LKO,2100-04-15,Confirmed,3,Senior Citizen,IRCTC Website,1123,11,3,Express,106,Defense Quota,Yes,0,Confirmed,False
PNR0000027864,65055,2100-12-16,2AC,General,PNBE,CSMT,2100-04-16,RAC,4,Adult,Counter,1382,9,28,Shatabdi,474,Senior Citizen,No,0,Confirmed,False
PNR0000027865,76830,2100-12-17,Sleeper,Premium Tatkal,MMCT,ADI,2100-04-17,Waitlisted,1,Senior Citizen,Mobile App,739,11,30,Superfast,39,Defense Quota,Yes,163,Not Confirmed,True
PNR0000027866,50129,2100-12-18,1AC,General,MAS,LKO,2100-04-18,Waitlisted,2,Adult,IRCTC Website,1865,9,8,Express,395,No Special Consideration,Yes,120,Not Confirmed,True
PNR0000027867,95305,2100-12-19,2AC,Premium Tatkal,KOAA,LTT,2100-04-19,Waitlisted,1,Child,Mobile App,1177,9,30,Express,125,No Special Consideration,No,53,Not Confirmed,True
PNR0000027868,63129,2100-12-20,2AC,Premium Tatkal,UMB,CSMT,2100-04-20,Confirmed,5,Adult,IRCTC Website,814,9,20,Rajdhani,82,No Special Consideration,Yes,0,Confirmed,False
PNR0000027869,32184,2100-12-21,Sleeper,Premium Tatkal,LTT,ASR,2100-04-21,Confirmed,2,Adult,Mobile App,755,17,47,Superfast,497,Defense Quota,Yes,0,Confirmed,False
PNR0000027870,23893,2100-12-22,Sleeper,Ladies,LKO,SC,2100-04-22,Confirmed,5,Senior Citizen,Counter,1238,17,21,Shatabdi,48,Defense Quota,Yes,0,Confirmed,False
PNR0000027871,20151,2100-12-23,1AC,Premium Tatkal,ASR,ASR,2100-04-23,RAC,4,Senior Citizen,Mobile App,912,7,29,Express,414,Defense Quota,Yes,0,Confirmed,False
PNR0000027872,11321,2100-12-24,Sleeper,Ladies,BCT,ADI,2100-04-24,RAC,3,Child,Counter,835,5,45,Shatabdi,220,No Special Consideration,Yes,0,Confirmed,False
PNR0000027873,95493,2100-12-25,Sleeper,General,KOAA,BCT,2100-04-25,RAC,2,Adult,IRCTC Website,1776,2,4,Shatabdi,246,Senior Citizen,No,0,Confirmed,False
PNR0000027874,41598,2100-12-26,1AC,General,NJP,LKO,2100-04-26,Waitlisted,5,Adult,IRCTC Website,1237,13,14,Shatabdi,469,No Special Consideration,No,27,Not Confirmed,True
PNR0000027875,64344,2100-12-27,1AC,Premium Tatkal,ADI,MMCT,2100-04-27,Confirmed,1,Child,Mobile App,898,19,40,Superfast,106,Senior Citizen,No,0,Confirmed,False
PNR0000027876,93256,2100-12-28,2AC,Tatkal,LKO,BSB,2100-04-28,Waitlisted,4,Adult,Mobile App,817,10,2,Superfast,200,Defense Quota,No,139,Not Confirmed,True
PNR0000027877,29278,2100-12-29,3AC,Ladies,LKO,BCT,2100-04-29,Confirmed,4,Adult,Counter,1398,17,19,Rajdhani,16,No Special Consideration,Yes,0,Confirmed,False
PNR0000027878,12660,2100-12-30,2AC,Ladies,CSMT,BBS,2100-04-30,RAC,1,Senior Citizen,Mobile App,899,12,2,Rajdhani,231,No Special Consideration,No,0,Confirmed,False
PNR0000027879,21573,2100-12-31,2AC,General,ASR,MMCT,2100-05-01,RAC,5,Senior Citizen,Mobile App,758,19,17,Shatabdi,11,Senior Citizen,No,0,Confirmed,False
PNR0000027880,95497,2101-01-01,Sleeper,Premium Tatkal,MMCT,CSMT,2100-05-02,Waitlisted,1,Child,IRCTC Website,965,19,10,Express,176,Defense Quota,Yes,130,Not Confirmed,True
PNR0000027881,91037,2101-01-02,2AC,Tatkal,BCT,LKO,2100-05-03,Confirmed,1,Adult,Mobile App,1780,15,43,Rajdhani,214,Defense Quota,No,0,Confirmed,False
PNR0000027882,86276,2101-01-03,3AC,Tatkal,MAS,LKO,2100-05-04,RAC,5,Senior Citizen,Counter,296,5,37,Express,180,Defense Quota,No,0,Confirmed,False
PNR0000027883,25509,2101-01-04,3AC,General,CSMT,BSB,2100-05-05,RAC,3,Adult,Mobile App,1630,10,19,Rajdhani,205,No Special Consideration,Yes,0,Confirmed,False
PNR0000027884,26538,2101-01-05,Sleeper,General,KOAA,KOAA,2100-05-06,Confirmed,4,Senior Citizen,Counter,515,5,7,Superfast,368,No Special Consideration,No,0,Confirmed,False
PNR0000027885,18703,2101-01-06,Sleeper,Ladies,NDLS,BCT,2100-05-07,Confirmed,1,Senior Citizen,IRCTC Website,1571,11,16,Shatabdi,437,Defense Quota,Yes,0,Confirmed,False
PNR0000027886,28115,2101-01-07,3AC,General,NDLS,BCT,2100-05-08,Waitlisted,1,Child,Counter,684,13,21,Shatabdi,199,No Special Consideration,Yes,138,Not Confirmed,True
PNR0000027887,86032,2101-01-08,3AC,Ladies,PNBE,LKO,2100-05-09,Waitlisted,4,Adult,Counter,591,13,2,Rajdhani,231,Defense Quota,Yes,179,Not Confirmed,True
PNR0000027888,55701,2101-01-09,3AC,Premium Tatkal,PNBE,BSB,2100-05-10,Confirmed,1,Senior Citizen,Mobile App,610,16,22,Shatabdi,283,No Special Consideration,No,0,Confirmed,False
PNR0000027889,82687,2101-01-10,3AC,Ladies,PNBE,JU,2100-05-11,Waitlisted,1,Child,IRCTC Website,549,16,29,Superfast,230,Defense Quota,Yes,17,Not Confirmed,True
PNR0000027890,73266,2101-01-11,1AC,General,CSMT,CSMT,2100-05-12,Confirmed,4,Adult,Counter,1234,17,34,Superfast,402,No Special Consideration,Yes,0,Confirmed,False
PNR0000027891,87432,2101-01-12,Sleeper,General,BCT,CSMT,2100-05-13,Confirmed,1,Child,IRCTC Website,1763,18,23,Express,382,No Special Consideration,Yes,0,Confirmed,False
PNR0000027892,41533,2101-01-13,2AC,Premium Tatkal,LTT,JHS,2100-05-14,RAC,3,Adult,Counter,1920,3,26,Express,229,Senior Citizen,Yes,0,Confirmed,False
PNR0000027893,66201,2101-01-14,1AC,Premium Tatkal,JP,ADI,2100-05-15,Confirmed,4,Adult,IRCTC Website,1596,3,6,Rajdhani,18,Defense Quota,No,0,Confirmed,False
PNR0000027894,72249,2101-01-15,2AC,Tatkal,SBC,LTT,2100-05-16,Waitlisted,3,Senior Citizen,Mobile App,851,12,47,Superfast,26,Defense Quota,No,175,Not Confirmed,True
PNR0000027895,70269,2101-01-16,3AC,Premium Tatkal,BBS,GKP,2100-05-17,RAC,2,Adult,Counter,1221,3,28,Shatabdi,237,No Special Consideration,Yes,0,Confirmed,False
PNR0000027896,44976,2101-01-17,3AC,Ladies,CNB,UMB,2100-05-18,Waitlisted,1,Senior Citizen,Mobile App,1279,13,34,Shatabdi,229,No Special Consideration,No,22,Not Confirmed,True
PNR0000027897,94680,2101-01-18,1AC,Ladies,UMB,CNB,2100-05-19,Waitlisted,1,Adult,Counter,1471,14,11,Superfast,169,Senior Citizen,No,184,Not Confirmed,True
PNR0000027898,93178,2101-01-19,Sleeper,Premium Tatkal,BSB,HWH,2100-05-20,RAC,5,Senior Citizen,Counter,426,8,16,Express,409,Defense Quota,Yes,0,Confirmed,False
PNR0000027899,36660,2101-01-20,3AC,Tatkal,CSMT,MAS,2100-05-21,Confirmed,4,Adult,Counter,1673,18,9,Express,55,Senior Citizen,No,0,Confirmed,False
PNR0000027900,14580,2101-01-21,1AC,Ladies,UMB,JU,2100-05-22,Waitlisted,5,Adult,Counter,1178,3,40,Superfast,5,Senior Citizen,No,179,Not Confirmed,True
PNR0000027901,37294,2101-01-22,3AC,Ladies,GKP,SBC,2100-05-23,Waitlisted,2,Adult,Counter,363,8,22,Rajdhani,122,No Special Consideration,No,9,Not Confirmed,True
PNR0000027902,37578,2101-01-23,3AC,Premium Tatkal,MMCT,PNBE,2100-05-24,Waitlisted,3,Senior Citizen,Counter,1830,2,45,Shatabdi,299,Defense Quota,No,33,Not Confirmed,True
